temp,rain_1h,snow_1h,clouds_all,date_time,traffic_volume,hour,day_of_week,is_weekend,is_holiday,is_peak_hour,hour_sin,hour_cos,weather_main_grouped,congestion_level
254.95,0.0,0.0,1,2016-01-12 03:00:00,331,3,Tuesday,0,0,0,0.7071067811865476,0.7071067811865476,Snow,Low
253.69,0.0,0.0,1,2016-01-12 04:00:00,863,4,Tuesday,0,0,0,0.8660254037844386,0.5000000000000001,Clear,Low
253.29,0.0,0.0,1,2016-01-12 05:00:00,2577,5,Tuesday,0,0,0,0.9659258262890683,0.25881904510252074,Clear,Medium
252.35,0.0,0.0,1,2016-01-12 06:00:00,5285,6,Tuesday,0,0,1,1.0,6.123233995736766e-17,Clear,Very High
251.95,0.0,0.0,1,2016-01-12 08:00:00,5207,8,Tuesday,0,0,1,0.8660254037844387,-0.4999999999999998,Clear,Very High
252.36,0.0,0.0,1,2016-01-12 10:00:00,4070,10,Tuesday,0,0,0,0.49999999999999994,-0.8660254037844387,Clear,High
254.42,0.0,0.0,1,2016-01-12 11:00:00,4221,11,Tuesday,0,0,0,0.258819045102521,-0.9659258262890682,Clear,High
255.48,0.0,0.0,1,2016-01-12 13:00:00,4636,13,Tuesday,0,0,0,-0.2588190451025208,-0.9659258262890683,Clear,High
256.86,0.0,0.0,1,2016-01-12 15:00:00,5638,15,Tuesday,0,0,1,-0.7071067811865471,-0.7071067811865479,Clear,Very High
256.44,0.0,0.0,5,2016-01-12 17:00:00,6062,17,Tuesday,0,0,1,-0.9659258262890683,-0.25881904510252063,Clear,Very High
254.29,0.0,0.0,1,2016-01-12 19:00:00,2972,19,Tuesday,0,0,0,-0.9659258262890684,0.2588190451025203,Clear,Medium
253.44,0.0,0.0,1,2016-01-12 21:00:00,3424,21,Tuesday,0,0,0,-0.7071067811865477,0.7071067811865474,Clear,Medium
252.72,0.0,0.0,1,2016-01-12 23:00:00,1049,23,Tuesday,0,0,0,-0.25881904510252157,0.9659258262890681,Clear,Low
252.14,0.0,0.0,1,2016-01-13 00:00:00,655,0,Wednesday,0,0,0,0.0,1.0,Clear,Low
251.51,0.0,0.0,1,2016-01-13 02:00:00,486,2,Wednesday,0,0,0,0.49999999999999994,0.8660254037844387,Snow,Low
252.72,0.0,0.0,40,2016-01-13 04:00:00,948,4,Wednesday,0,0,0,0.8660254037844386,0.5000000000000001,Clouds,Low
254.61,0.0,0.0,90,2016-01-13 06:00:00,5587,6,Wednesday,0,0,1,1.0,6.123233995736766e-17,Clouds,Very High
254.96,0.0,0.0,90,2016-01-13 08:00:00,6191,8,Wednesday,0,0,1,0.8660254037844387,-0.4999999999999998,Clouds,Very High
258.14,0.0,0.0,90,2016-01-13 10:00:00,4222,10,Wednesday,0,0,0,0.49999999999999994,-0.8660254037844387,Snow,High
262.14,0.0,0.0,90,2016-01-13 12:00:00,4639,12,Wednesday,0,0,0,1.2246467991473532e-16,-1.0,Clouds,High
265.65,0.0,0.0,75,2016-01-13 14:00:00,5167,14,Wednesday,0,0,1,-0.4999999999999997,-0.8660254037844388,Clouds,Very High
266.94,0.0,0.0,1,2016-01-13 16:00:00,6636,16,Wednesday,0,0,1,-0.8660254037844385,-0.5000000000000004,Haze,Very High
265.52,0.0,0.0,1,2016-01-13 18:00:00,4648,18,Wednesday,0,0,0,-1.0,-1.8369701987210297e-16,Haze,High
263.62,0.0,0.0,1,2016-01-13 20:00:00,2702,20,Wednesday,0,0,0,-0.8660254037844386,0.5000000000000001,Haze,Medium
263.22,0.0,0.0,75,2016-01-13 22:00:00,1587,22,Wednesday,0,0,0,-0.5000000000000004,0.8660254037844384,Haze,Medium
263.08,0.0,0.0,1,2016-01-13 23:00:00,1049,23,Wednesday,0,0,0,-0.25881904510252157,0.9659258262890681,Mist,Low
264.22,0.0,0.0,40,2016-01-14 01:00:00,351,1,Thursday,0,0,0,0.25881904510252074,0.9659258262890683,Mist,Low
265.08,0.0,0.0,75,2016-01-14 04:00:00,835,4,Thursday,0,0,0,0.8660254037844386,0.5000000000000001,Haze,Low
265.15,0.0,0.0,90,2016-01-14 06:00:00,5136,6,Thursday,0,0,1,1.0,6.123233995736766e-17,Haze,Very High
265.65,0.0,0.0,40,2016-01-14 08:00:00,5714,8,Thursday,0,0,1,0.8660254037844387,-0.4999999999999998,Haze,Very High
266.08,0.0,0.0,90,2016-01-14 10:00:00,4297,10,Thursday,0,0,0,0.49999999999999994,-0.8660254037844387,Haze,High
268.08,0.0,0.0,90,2016-01-14 12:00:00,4754,12,Thursday,0,0,0,1.2246467991473532e-16,-1.0,Haze,High
269.51,0.0,0.0,90,2016-01-14 14:00:00,5462,14,Thursday,0,0,1,-0.4999999999999997,-0.8660254037844388,Haze,Very High
269.58,0.0,0.0,90,2016-01-14 16:00:00,6713,16,Thursday,0,0,1,-0.8660254037844385,-0.5000000000000004,Haze,Very High
269.15,0.0,0.0,90,2016-01-14 18:00:00,4437,18,Thursday,0,0,0,-1.0,-1.8369701987210297e-16,Mist,High
269.22,0.0,0.0,90,2016-01-14 20:00:00,2826,20,Thursday,0,0,0,-0.8660254037844386,0.5000000000000001,Mist,Medium
268.94,0.0,0.0,75,2016-01-14 22:00:00,1871,22,Thursday,0,0,0,-0.5000000000000004,0.8660254037844384,Mist,Medium
268.58,0.0,0.0,90,2016-01-15 00:00:00,753,0,Friday,0,0,0,0.0,1.0,Snow,Low
268.29,0.0,0.0,90,2016-01-15 01:00:00,481,1,Friday,0,0,0,0.25881904510252074,0.9659258262890683,Mist,Low
267.58,0.0,0.0,90,2016-01-15 04:00:00,829,4,Friday,0,0,0,0.8660254037844386,0.5000000000000001,Mist,Low
267.22,0.0,0.0,90,2016-01-15 06:00:00,5394,6,Friday,0,0,1,1.0,6.123233995736766e-17,Mist,Very High
267.01,0.0,0.0,90,2016-01-15 08:00:00,5502,8,Friday,0,0,1,0.8660254037844387,-0.4999999999999998,Mist,Very High
266.63,0.0,0.0,90,2016-01-15 10:00:00,4447,10,Friday,0,0,0,0.49999999999999994,-0.8660254037844387,Snow,High
266.02,0.0,0.0,90,2016-01-15 12:00:00,5154,12,Friday,0,0,0,1.2246467991473532e-16,-1.0,Clouds,Very High
267.01,0.0,0.0,90,2016-01-15 14:00:00,5563,14,Friday,0,0,1,-0.4999999999999997,-0.8660254037844388,Clouds,Very High
266.79,0.0,0.0,1,2016-01-15 16:00:00,6483,16,Friday,0,0,1,-0.8660254037844385,-0.5000000000000004,Clear,Very High
265.82,0.0,0.0,1,2016-01-15 18:00:00,4799,18,Friday,0,0,0,-1.0,-1.8369701987210297e-16,Clear,High
265.09,0.0,0.0,40,2016-01-15 20:00:00,2942,20,Friday,0,0,0,-0.8660254037844386,0.5000000000000001,Clouds,Medium
262.86,0.0,0.0,90,2016-01-15 22:00:00,3324,22,Friday,0,0,0,-0.5000000000000004,0.8660254037844384,Clouds,Medium
262.01,0.0,0.0,90,2016-01-15 23:00:00,1700,23,Friday,0,0,0,-0.25881904510252157,0.9659258262890681,Clouds,Medium
261.73,0.0,0.0,90,2016-01-16 00:00:00,1467,0,Saturday,1,0,0,0.0,1.0,Clouds,Medium
261.28,0.0,0.0,75,2016-01-16 01:00:00,1033,1,Saturday,1,0,0,0.25881904510252074,0.9659258262890683,Clouds,Low
259.8,0.0,0.0,40,2016-01-16 02:00:00,738,2,Saturday,1,0,0,0.49999999999999994,0.8660254037844387,Clouds,Low
257.3,0.0,0.0,1,2016-01-16 05:00:00,688,5,Saturday,1,0,0,0.9659258262890683,0.25881904510252074,Clear,Low
255.22,0.0,0.0,1,2016-01-16 06:00:00,1211,6,Saturday,1,0,0,1.0,6.123233995736766e-17,Clear,Low
254.68,0.0,0.0,40,2016-01-16 07:00:00,1870,7,Saturday,1,0,0,0.9659258262890683,-0.25881904510252063,Clouds,Medium
254.51,0.0,0.0,40,2016-01-16 08:00:00,2603,8,Saturday,1,0,0,0.8660254037844387,-0.4999999999999998,Clouds,Medium
255.22,0.0,0.0,90,2016-01-16 10:00:00,3746,10,Saturday,1,0,0,0.49999999999999994,-0.8660254037844387,Clouds,High
255.35,0.0,0.0,90,2016-01-16 11:00:00,4207,11,Saturday,1,0,0,0.258819045102521,-0.9659258262890682,Snow,High
255.51,0.0,0.0,90,2016-01-16 12:00:00,4601,12,Saturday,1,0,0,1.2246467991473532e-16,-1.0,Snow,High
255.87,0.0,0.0,75,2016-01-16 14:00:00,4632,14,Saturday,1,0,0,-0.4999999999999997,-0.8660254037844388,Haze,High
255.15,0.0,0.0,1,2016-01-16 16:00:00,4636,16,Saturday,1,0,0,-0.8660254037844385,-0.5000000000000004,Clear,High
253.46,0.0,0.0,1,2016-01-16 18:00:00,3917,18,Saturday,1,0,0,-1.0,-1.8369701987210297e-16,Clear,High
252.22,0.0,0.0,5,2016-01-16 20:00:00,2683,20,Saturday,1,0,0,-0.8660254037844386,0.5000000000000001,Clear,Medium
251.35,0.0,0.0,1,2016-01-16 22:00:00,2349,22,Saturday,1,0,0,-0.5000000000000004,0.8660254037844384,Clear,Medium
250.35,0.0,0.0,1,2016-01-16 23:00:00,2082,23,Saturday,1,0,0,-0.25881904510252157,0.9659258262890681,Clear,Medium
250.15,0.0,0.0,1,2016-01-17 00:00:00,1065,0,Sunday,1,0,0,0.0,1.0,Clear,Low
248.75,0.0,0.0,1,2016-01-17 02:00:00,644,2,Sunday,1,0,0,0.49999999999999994,0.8660254037844387,Clear,Low
248.41,0.0,0.0,1,2016-01-17 03:00:00,343,3,Sunday,1,0,0,0.7071067811865476,0.7071067811865476,Clear,Low
248.28,0.0,0.0,90,2016-01-17 04:00:00,466,4,Sunday,1,0,0,0.8660254037844386,0.5000000000000001,Haze,Low
247.68,0.0,0.0,40,2016-01-17 06:00:00,929,6,Sunday,1,0,0,1.0,6.123233995736766e-17,Clouds,Low
247.15,0.0,0.0,1,2016-01-17 07:00:00,1430,7,Sunday,1,0,0,0.9659258262890683,-0.25881904510252063,Clear,Medium
247.15,0.0,0.0,1,2016-01-17 08:00:00,1988,8,Sunday,1,0,0,0.8660254037844387,-0.4999999999999998,Clear,Medium
248.68,0.0,0.0,5,2016-01-17 09:00:00,2524,9,Sunday,1,0,0,0.7071067811865476,-0.7071067811865475,Clear,Medium
249.29,0.0,0.0,1,2016-01-17 10:00:00,2857,10,Sunday,1,0,0,0.49999999999999994,-0.8660254037844387,Clear,Medium
251.15,0.0,0.0,1,2016-01-17 11:00:00,3172,11,Sunday,1,0,0,0.258819045102521,-0.9659258262890682,Clear,Medium
252.88,0.0,0.0,5,2016-01-17 13:00:00,3954,13,Sunday,1,0,0,-0.2588190451025208,-0.9659258262890683,Clear,High
253.44,0.0,0.0,1,2016-01-17 14:00:00,3746,14,Sunday,1,0,0,-0.4999999999999997,-0.8660254037844388,Clear,High
253.87,0.0,0.0,1,2016-01-17 16:00:00,3749,16,Sunday,1,0,0,-0.8660254037844385,-0.5000000000000004,Clear,High
252.87,0.0,0.0,1,2016-01-17 18:00:00,2891,18,Sunday,1,0,0,-1.0,-1.8369701987210297e-16,Clear,Medium
251.54,0.0,0.0,1,2016-01-17 20:00:00,2084,20,Sunday,1,0,0,-0.8660254037844386,0.5000000000000001,Clear,Medium
250.87,0.0,0.0,1,2016-01-17 22:00:00,1284,22,Sunday,1,0,0,-0.5000000000000004,0.8660254037844384,Clear,Medium
249.93,0.0,0.0,1,2016-01-17 23:00:00,977,23,Sunday,1,0,0,-0.25881904510252157,0.9659258262890681,Clear,Low
249.35,0.0,0.0,1,2016-01-18 01:00:00,335,1,Monday,0,0,0,0.25881904510252074,0.9659258262890683,Clear,Low
248.62,0.0,0.0,1,2016-01-18 02:00:00,263,2,Monday,0,0,0,0.49999999999999994,0.8660254037844387,Clear,Low
248.08,0.0,0.0,1,2016-01-18 05:00:00,2124,5,Monday,0,0,0,0.9659258262890683,0.25881904510252074,Clear,Medium
248.28,0.0,0.0,90,2016-01-18 06:00:00,4199,6,Monday,0,0,1,1.0,6.123233995736766e-17,Clouds,High
248.68,0.0,0.0,90,2016-01-18 07:00:00,4193,7,Monday,0,0,1,0.9659258262890683,-0.25881904510252063,Clouds,High
249.65,0.0,0.0,90,2016-01-18 08:00:00,3497,8,Monday,0,0,1,0.8660254037844387,-0.4999999999999998,Clouds,High
250.41,0.0,0.0,90,2016-01-18 09:00:00,3709,9,Monday,0,0,0,0.7071067811865476,-0.7071067811865475,Clouds,High
252.14,0.0,0.0,90,2016-01-18 11:00:00,3919,11,Monday,0,0,0,0.258819045102521,-0.9659258262890682,Clouds,High
254.54,0.0,0.0,90,2016-01-18 12:00:00,4133,12,Monday,0,0,0,1.2246467991473532e-16,-1.0,Clouds,High
255.55,0.0,0.0,90,2016-01-18 14:00:00,4738,14,Monday,0,0,1,-0.4999999999999997,-0.8660254037844388,Clouds,High
256.15,0.0,0.0,75,2016-01-18 16:00:00,4883,16,Monday,0,0,1,-0.8660254037844385,-0.5000000000000004,Clouds,High
254.51,0.0,0.0,1,2016-01-18 18:00:00,3669,18,Monday,0,0,0,-1.0,-1.8369701987210297e-16,Clear,High
252.09,0.0,0.0,1,2016-01-18 20:00:00,2141,20,Monday,0,0,0,-0.8660254037844386,0.5000000000000001,Clear,Medium
251.22,0.0,0.0,1,2016-01-18 22:00:00,1416,22,Monday,0,0,0,-0.5000000000000004,0.8660254037844384,Clear,Medium
250.75,0.0,0.0,1,2016-01-19 00:00:00,775,0,Tuesday,0,0,0,0.0,1.0,Haze,Low
250.69,0.0,0.0,1,2016-01-19 02:00:00,520,2,Tuesday,0,0,0,0.49999999999999994,0.8660254037844387,Clear,Low
250.36,0.0,0.0,1,2016-01-19 04:00:00,1144,4,Tuesday,0,0,0,0.8660254037844386,0.5000000000000001,Clear,Low
249.75,0.0,0.0,1,2016-01-19 06:00:00,5669,6,Tuesday,0,0,1,1.0,6.123233995736766e-17,Clear,Very High
249.49,0.0,0.0,1,2016-01-19 08:00:00,5883,8,Tuesday,0,0,1,0.8660254037844387,-0.4999999999999998,Clear,Very High
251.88,0.0,0.0,1,2016-01-19 10:00:00,4416,10,Tuesday,0,0,0,0.49999999999999994,-0.8660254037844387,Clear,High
256.55,0.0,0.0,1,2016-01-19 12:00:00,4757,12,Tuesday,0,0,0,1.2246467991473532e-16,-1.0,Clear,High
258.51,0.0,0.0,40,2016-01-19 14:00:00,5079,14,Tuesday,0,0,1,-0.4999999999999997,-0.8660254037844388,Clouds,Very High
259.15,0.0,0.0,90,2016-01-19 16:00:00,6735,16,Tuesday,0,0,1,-0.8660254037844385,-0.5000000000000004,Clouds,Very High
259.43,0.0,0.0,90,2016-01-19 18:00:00,4510,18,Tuesday,0,0,0,-1.0,-1.8369701987210297e-16,Clouds,High
259.5,0.0,0.0,90,2016-01-19 20:00:00,2660,20,Tuesday,0,0,0,-0.8660254037844386,0.5000000000000001,Snow,Medium
259.58,0.0,0.0,90,2016-01-19 21:00:00,2388,21,Tuesday,0,0,0,-0.7071067811865477,0.7071067811865474,Snow,Medium
259.72,0.0,0.0,90,2016-01-19 23:00:00,997,23,Tuesday,0,0,0,-0.25881904510252157,0.9659258262890681,Snow,Low
260.01,0.0,0.0,90,2016-01-20 01:00:00,319,1,Wednesday,0,0,0,0.25881904510252074,0.9659258262890683,Snow,Low
260.5,0.0,0.0,90,2016-01-20 02:00:00,254,2,Wednesday,0,0,0,0.49999999999999994,0.8660254037844387,Mist,Low
260.48,0.0,0.0,90,2016-01-20 03:00:00,345,3,Wednesday,0,0,0,0.7071067811865476,0.7071067811865476,Mist,Low
261.01,0.0,0.0,90,2016-01-20 05:00:00,2593,5,Wednesday,0,0,0,0.9659258262890683,0.25881904510252074,Snow,Medium
261.82,0.0,0.0,90,2016-01-20 07:00:00,5705,7,Wednesday,0,0,1,0.9659258262890683,-0.25881904510252063,Snow,Very High
262.65,0.0,0.0,90,2016-01-20 09:00:00,5122,9,Wednesday,0,0,0,0.7071067811865476,-0.7071067811865475,Snow,Very High
264.08,0.0,0.0,90,2016-01-20 10:00:00,4402,10,Wednesday,0,0,0,0.49999999999999994,-0.8660254037844387,Haze,High
265.36,0.0,0.0,90,2016-01-20 12:00:00,4688,12,Wednesday,0,0,0,1.2246467991473532e-16,-1.0,Haze,High
266.15,0.0,0.0,90,2016-01-20 13:00:00,4740,13,Wednesday,0,0,0,-0.2588190451025208,-0.9659258262890683,Haze,High
266.58,0.0,0.0,90,2016-01-20 15:00:00,5661,15,Wednesday,0,0,1,-0.7071067811865471,-0.7071067811865479,Mist,Very High
266.76,0.0,0.0,90,2016-01-20 17:00:00,6494,17,Wednesday,0,0,1,-0.9659258262890683,-0.25881904510252063,Haze,Very High
266.86,0.0,0.0,90,2016-01-20 19:00:00,3183,19,Wednesday,0,0,0,-0.9659258262890684,0.2588190451025203,Haze,Medium
267.15,0.0,0.0,90,2016-01-20 21:00:00,2338,21,Wednesday,0,0,0,-0.7071067811865477,0.7071067811865474,Mist,Medium
267.08,0.0,0.0,75,2016-01-20 23:00:00,1017,23,Wednesday,0,0,0,-0.25881904510252157,0.9659258262890681,Haze,Low
267.15,0.0,0.0,90,2016-01-21 00:00:00,539,0,Thursday,0,0,0,0.0,1.0,Haze,Low
267.22,0.0,0.0,90,2016-01-21 01:00:00,335,1,Thursday,0,0,0,0.25881904510252074,0.9659258262890683,Haze,Low
267.39,0.0,0.0,90,2016-01-21 03:00:00,319,3,Thursday,0,0,0,0.7071067811865476,0.7071067811865476,Mist,Low
267.57,0.0,0.0,90,2016-01-21 04:00:00,874,4,Thursday,0,0,0,0.8660254037844386,0.5000000000000001,Mist,Low
267.58,0.0,0.0,90,2016-01-21 07:00:00,6227,7,Thursday,0,0,1,0.9659258262890683,-0.25881904510252063,Mist,Very High
267.5,0.0,0.0,90,2016-01-21 09:00:00,4823,9,Thursday,0,0,0,0.7071067811865476,-0.7071067811865475,Haze,High
267.8,0.0,0.0,90,2016-01-21 11:00:00,4545,11,Thursday,0,0,0,0.258819045102521,-0.9659258262890682,Haze,High
267.79,0.0,0.0,90,2016-01-21 12:00:00,4906,12,Thursday,0,0,0,1.2246467991473532e-16,-1.0,Haze,High
267.68,0.0,0.0,90,2016-01-21 14:00:00,5246,14,Thursday,0,0,1,-0.4999999999999997,-0.8660254037844388,Snow,Very High
267.22,0.0,0.0,90,2016-01-21 16:00:00,6708,16,Thursday,0,0,1,-0.8660254037844385,-0.5000000000000004,Snow,Very High
267.02,0.0,0.0,90,2016-01-21 18:00:00,4269,18,Thursday,0,0,0,-1.0,-1.8369701987210297e-16,Haze,High
266.88,0.0,0.0,90,2016-01-21 20:00:00,2998,20,Thursday,0,0,0,-0.8660254037844386,0.5000000000000001,Clouds,Medium
266.87,0.0,0.0,90,2016-01-21 22:00:00,2010,22,Thursday,0,0,0,-0.5000000000000004,0.8660254037844384,Snow,Medium
266.75,0.0,0.0,90,2016-01-22 00:00:00,850,0,Friday,0,0,0,0.0,1.0,Snow,Low
266.65,0.0,0.0,90,2016-01-22 02:00:00,585,2,Friday,0,0,0,0.49999999999999994,0.8660254037844387,Snow,Low
266.22,0.0,0.0,90,2016-01-22 04:00:00,966,4,Friday,0,0,0,0.8660254037844386,0.5000000000000001,Snow,Low
265.75,0.0,0.0,90,2016-01-22 06:00:00,5538,6,Friday,0,0,1,1.0,6.123233995736766e-17,Snow,Very High
265.55,0.0,0.0,90,2016-01-22 08:00:00,5460,8,Friday,0,0,1,0.8660254037844387,-0.4999999999999998,Haze,Very High
265.76,0.0,0.0,90,2016-01-22 10:00:00,4469,10,Friday,0,0,0,0.49999999999999994,-0.8660254037844387,Snow,High
266.65,0.0,0.0,90,2016-01-22 12:00:00,5346,12,Friday,0,0,0,1.2246467991473532e-16,-1.0,Snow,Very High
267.55,0.0,0.0,40,2016-01-22 14:00:00,5529,14,Friday,0,0,1,-0.4999999999999997,-0.8660254037844388,Snow,Very High
268.22,0.0,0.0,90,2016-01-22 16:00:00,6630,16,Friday,0,0,1,-0.8660254037844385,-0.5000000000000004,Clouds,Very High
267.16,0.0,0.0,90,2016-01-22 18:00:00,4660,18,Friday,0,0,0,-1.0,-1.8369701987210297e-16,Clouds,High
264.37,0.0,0.0,40,2016-01-22 20:00:00,2890,20,Friday,0,0,0,-0.8660254037844386,0.5000000000000001,Clouds,Medium
262.29,0.0,0.0,90,2016-01-22 22:00:00,2837,22,Friday,0,0,0,-0.5000000000000004,0.8660254037844384,Mist,Medium
263.36,0.0,0.0,90,2016-01-22 23:00:00,1894,23,Friday,0,0,0,-0.25881904510252157,0.9659258262890681,Clouds,Medium
263.93,0.0,0.0,90,2016-01-23 00:00:00,1313,0,Saturday,1,0,0,0.0,1.0,Clouds,Medium
264.55,0.0,0.0,90,2016-01-23 01:00:00,827,1,Saturday,1,0,0,0.25881904510252074,0.9659258262890683,Clouds,Low
265.44,0.0,0.0,90,2016-01-23 03:00:00,440,3,Saturday,1,0,0,0.7071067811865476,0.7071067811865476,Clouds,Low
265.48,0.0,0.0,90,2016-01-23 05:00:00,1173,5,Saturday,1,0,0,0.9659258262890683,0.25881904510252074,Clouds,Low
265.48,0.0,0.0,90,2016-01-23 07:00:00,1508,7,Saturday,1,0,0,0.9659258262890683,-0.25881904510252063,Clouds,Medium
265.48,0.0,0.0,90,2016-01-23 09:00:00,3330,9,Saturday,1,0,0,0.7071067811865476,-0.7071067811865475,Snow,Medium
266.02,0.0,0.0,90,2016-01-23 11:00:00,4385,11,Saturday,1,0,0,0.258819045102521,-0.9659258262890682,Snow,High
266.72,0.0,0.0,90,2016-01-23 12:00:00,4806,12,Saturday,1,0,0,1.2246467991473532e-16,-1.0,Clouds,High
267.65,0.0,0.0,75,2016-01-23 14:00:00,4610,14,Saturday,1,0,0,-0.4999999999999997,-0.8660254037844388,Clouds,High
267.55,0.0,0.0,75,2016-01-23 16:00:00,4894,16,Saturday,1,0,0,-0.8660254037844385,-0.5000000000000004,Haze,High
266.86,0.0,0.0,90,2016-01-23 18:00:00,4253,18,Saturday,1,0,0,-1.0,-1.8369701987210297e-16,Haze,High
266.93,0.0,0.0,90,2016-01-23 20:00:00,2789,20,Saturday,1,0,0,-0.8660254037844386,0.5000000000000001,Mist,Medium
267.41,0.0,0.0,90,2016-01-23 22:00:00,3965,22,Saturday,1,0,0,-0.5000000000000004,0.8660254037844384,Mist,High
268.15,0.0,0.0,90,2016-01-23 23:00:00,2034,23,Saturday,1,0,0,-0.25881904510252157,0.9659258262890681,Mist,Medium
268.41,0.0,0.0,90,2016-01-24 00:00:00,1313,0,Sunday,1,0,0,0.0,1.0,Mist,Medium
268.93,0.0,0.0,90,2016-01-24 01:00:00,827,1,Sunday,1,0,0,0.25881904510252074,0.9659258262890683,Mist,Low
269.15,0.0,0.0,90,2016-01-24 02:00:00,664,2,Sunday,1,0,0,0.49999999999999994,0.8660254037844387,Mist,Low
269.35,0.0,0.0,90,2016-01-24 03:00:00,440,3,Sunday,1,0,0,0.7071067811865476,0.7071067811865476,Mist,Low
269.72,0.0,0.0,90,2016-01-24 05:00:00,520,5,Sunday,1,0,0,0.9659258262890683,0.25881904510252074,Mist,Low
269.69,0.0,0.0,90,2016-01-24 06:00:00,825,6,Sunday,1,0,0,1.0,6.123233995736766e-17,Mist,Low
269.88,0.0,0.0,90,2016-01-24 08:00:00,1895,8,Sunday,1,0,0,0.8660254037844387,-0.4999999999999998,Mist,Medium
270.42,0.0,0.0,90,2016-01-24 10:00:00,3093,10,Sunday,1,0,0,0.49999999999999994,-0.8660254037844387,Snow,Medium
271.15,0.0,0.0,90,2016-01-24 11:00:00,3590,11,Sunday,1,0,0,0.258819045102521,-0.9659258262890682,Snow,High
271.55,0.0,0.0,90,2016-01-24 13:00:00,4166,13,Sunday,1,0,0,-0.2588190451025208,-0.9659258262890683,Snow,High
272.08,0.0,0.0,90,2016-01-24 15:00:00,3865,15,Sunday,1,0,0,-0.7071067811865471,-0.7071067811865479,Mist,High
272.15,0.0,0.0,90,2016-01-24 17:00:00,4120,17,Sunday,1,0,0,-0.9659258262890683,-0.25881904510252063,Haze,High
272.01,0.0,0.0,90,2016-01-24 19:00:00,2702,19,Sunday,1,0,0,-0.9659258262890684,0.2588190451025203,Mist,Medium
271.79,0.0,0.0,90,2016-01-24 21:00:00,2463,21,Sunday,1,0,0,-0.7071067811865477,0.7071067811865474,Mist,Medium
271.72,0.0,0.0,90,2016-01-24 23:00:00,1035,23,Sunday,1,0,0,-0.25881904510252157,0.9659258262890681,Mist,Low
271.28,0.0,0.0,90,2016-01-25 00:00:00,461,0,Monday,0,0,0,0.0,1.0,Snow,Low
271.15,0.0,0.0,90,2016-01-25 02:00:00,260,2,Monday,0,0,0,0.49999999999999994,0.8660254037844387,Mist,Low
270.9,0.0,0.0,90,2016-01-25 03:00:00,322,3,Monday,0,0,0,0.7071067811865476,0.7071067811865476,Mist,Low
270.72,0.0,0.0,90,2016-01-25 06:00:00,5034,6,Monday,0,0,1,1.0,6.123233995736766e-17,Mist,Very High
270.65,0.0,0.0,90,2016-01-25 07:00:00,5511,7,Monday,0,0,1,0.9659258262890683,-0.25881904510252063,Snow,Very High
270.72,0.0,0.0,90,2016-01-25 09:00:00,4801,9,Monday,0,0,0,0.7071067811865476,-0.7071067811865475,Fog,High
270.86,0.0,0.0,90,2016-01-25 10:00:00,4100,10,Monday,0,0,0,0.49999999999999994,-0.8660254037844387,Mist,High
271.22,0.0,0.0,90,2016-01-25 12:00:00,4326,12,Monday,0,0,0,1.2246467991473532e-16,-1.0,Mist,High
271.22,0.0,0.0,90,2016-01-25 14:00:00,4805,14,Monday,0,0,1,-0.4999999999999997,-0.8660254037844388,Mist,High
272.08,0.0,0.0,90,2016-01-25 16:00:00,6309,16,Monday,0,0,1,-0.8660254037844385,-0.5000000000000004,Mist,Very High
271.79,0.0,0.0,90,2016-01-25 18:00:00,4332,18,Monday,0,0,0,-1.0,-1.8369701987210297e-16,Haze,High
271.79,0.0,0.0,90,2016-01-25 20:00:00,2303,20,Monday,0,0,0,-0.8660254037844386,0.5000000000000001,Snow,Medium
271.48,0.0,0.0,90,2016-01-25 22:00:00,2826,22,Monday,0,0,0,-0.5000000000000004,0.8660254037844384,Snow,Medium
270.72,0.0,0.0,90,2016-01-25 23:00:00,1598,23,Monday,0,0,0,-0.25881904510252157,0.9659258262890681,Snow,Medium
269.95,0.0,0.0,90,2016-01-26 01:00:00,314,1,Tuesday,0,0,0,0.25881904510252074,0.9659258262890683,Snow,Low
269.29,0.0,0.0,90,2016-01-26 02:00:00,279,2,Tuesday,0,0,0,0.49999999999999994,0.8660254037844387,Snow,Low
269.22,0.0,0.0,90,2016-01-26 03:00:00,326,3,Tuesday,0,0,0,0.7071067811865476,0.7071067811865476,Snow,Low
269.08,0.0,0.0,90,2016-01-26 05:00:00,2747,5,Tuesday,0,0,0,0.9659258262890683,0.25881904510252074,Clouds,Medium
268.84,0.0,0.0,90,2016-01-26 07:00:00,5407,7,Tuesday,0,0,1,0.9659258262890683,-0.25881904510252063,Snow,Very High
268.41,0.0,0.0,90,2016-01-26 09:00:00,4915,9,Tuesday,0,0,0,0.7071067811865476,-0.7071067811865475,Snow,High
269.28,0.0,0.0,90,2016-01-26 11:00:00,4148,11,Tuesday,0,0,0,0.258819045102521,-0.9659258262890682,Snow,High
270.41,0.0,0.0,90,2016-01-26 12:00:00,4541,12,Tuesday,0,0,0,1.2246467991473532e-16,-1.0,Clouds,High
270.79,0.0,0.0,90,2016-01-26 14:00:00,5067,14,Tuesday,0,0,1,-0.4999999999999997,-0.8660254037844388,Snow,Very High
270.68,0.0,0.0,90,2016-01-26 16:00:00,6600,16,Tuesday,0,0,1,-0.8660254037844385,-0.5000000000000004,Clouds,Very High
269.88,0.0,0.0,90,2016-01-26 18:00:00,4439,18,Tuesday,0,0,0,-1.0,-1.8369701987210297e-16,Snow,High
